ID,SMILES,Name,HOMO,LUMO,Voc (V),Jsc (mA cm^2),FF,PCE(%),ref
4071,CCCCCCOC1=CC=CC(OCCCCCC)=C1C1=C(C2=C(C3=C(OCCCCCC)C=CC=C3OCCCCCC)C=C(C3=CC=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S3)S2)SC(C2=CC=C(/C=C3C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)S2)=C1,o-4TB-2F,-5.63,-4,20.48,0.76,0.657,10.26,"Y.-N. Chen, M. Li, Y. Wang, J. Wang, M. Zhang, Y. Zhou, J. Yang, Y. Liu, F. Liu, Z. Tang, Q. Bao, Z. Bo, A Fully Non-fused Ring Acceptor with Planar Backbone and Near-IR Absorption for High Performance Polymer Solar Cells, Angew. Chem. Int. Ed. 59 (2020) 22714每22720. https://doi.org/10.1002/anie.202010856."
4072,CCN(C/1=O)/C(SC1=C/C2=CC=C(C3=CC4=C(C=C3)C5=CC=C(C6=CC=C(/C=C7S/C(N(CC)C7=O)=C(C#N)C#N)C8=NSN=C68)C=C5C49C%10=CC=C(OCCCCCCCC)C=C%10C%11=C9C=CC(OCCCCCCCC)=C%11)C%12=NSN=C2%12)=C(C#N)/C#N,SFBRCN1,-5.93,-3.86,17.25,0.9,0.65,10.26,"X. Xu, Z. Bi, W. Ma, Z. Wang, W.C.H. Choy, W. Wu, G. Zhang, Y. Li, Q. Peng, Highly Efficient Ternary-Blend Polymer Solar Cells Enabled by a Nonfullerene Acceptor and Two Polymer Donors with a Broad Composition Tolerance, Adv. Mater. 29 (2017) 1704271. https://doi.org/10.1002/adma.201704271."
4073,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)=CS2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OCC(CC)CCCC)C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=CS3)=C2)C=C1,i-IEICO,-5.31,-3.68,18.76,0.96,0.582,10.26,"Z. Cong, B. Zhao, Z. Chen, W. Wang, H. Wu, J. Liu, J. Wang, L. Wang, W. Ma, C. Gao, Efficient Polymer Solar Cells Having High Open-Circuit Voltage and Low Energy Loss Enabled by a Main-Chain Twisted Small Molecular Acceptor, ACS Appl. Mater. Interfaces. 11 (2019) 16795每16803. https://doi.org/10.1021/acsami.9b03499."
4074,CCCCCCC1(CCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1C(=O)C4=C(C=C(Cl)C(Cl)=C4)C1=C(C#N)C#N)S2)C(CCCCCC)(CCCCCC)C1=C3SC(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1,ID-4Cl,-5.81,-4.01,17.87,0.767,0.7426,10.25,"X. Li, H. Meng, F. Shen, D. Su, S. Huo, J. Shan, J. Huang, C. Zhan, Semitransparent fullerene-free polymer solar cell with 44% AVT and 7% efficiency based on a new chlorinated small molecule acceptor, Dyes Pigments. 166 (2019) 196每202. https://doi.org/10.1016/j.dyepig.2019.03.024."
4075,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(CCCCCCCCC)C=C8)C9=CC=C(CCCCCCCCC)C=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(CCCCCCCCC)C=C%14)C%15=CC=C(CCCCCCCCC)C=C%15)S4,ITIC-9,-5.78,-3.97,14.55,0.99,0.666,10.24,"T.J. Aldrich, S.M. Swick, F.S. Melkonyan, T.J. Marks, Enhancing Indacenodithiophene Acceptor Crystallinity via Substituent Manipulation Increases Organic Solar Cell Efficiency, Chem. Mater. 29 (2017) 10294每10298. https://doi.org/10.1021/acs.chemmater.7b04616."
4076,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C5=C(C=C(/C=C6C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S5)S3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C=C(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)S3)C=C1,T-TT-4F,-5.68,-3.53,18.6,0.856,0.643,10.23,"S. Liu, B. Zhao, Z. Cong, Q. Cheng, W. Wang, H. Pan, J. Liu, H. Wu, C. Gao, Influences of the terminal groups on the performances of asymmetric small molecule acceptors-based polymer solar cells, Dyes Pigments. 178 (2020) 108388. https://doi.org/10.1016/j.dyepig.2020.108388."
4077,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2C(=O)C5=C(C=C6CCCCC6=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3C(=O)C4=C(C=C5CCCCC5=C4)C3=C(C#N)C#N)=C2)C=C1,IDT-HN,-5.92,-3.86,14.43,0.93,0.7641,10.22,"R. Li, G. Liu, R. Xie, Z. Wang, X. Yang, K. An, W. Zhong, X.-F. Jiang, L. Ying, F. Huang, Y. Cao, Introducing cyclic alkyl chains into small-molecule acceptors for efficient polymer solar cells, J. Mater. Chem. C. 6 (2018) 7046每7053. https://doi.org/10.1039/C8TC01780H."
4078,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)C#N)=O)S9)C=C5C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)S3,IDT-,-5.92,-3.86,14.43,0.93,0.76,10.22,"S. Li, L. Ye, W. Zhao, X. Liu, J. Zhu, H. Ade, J. Hou, Design of a New Small-Molecule Electron Acceptor Enables Efficient Polymer Solar Cells with High Fill Factor, Adv. Mater. 29 (2017) 1704051. https://doi.org/10.1002/adma.201704051."
4079,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(C1=C4C(F)=C(C(=O)OCC(CC)CCCC)SC4=C(/C=C4C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S1)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(C2=C3C(F)=C(C(=O)OCC(CC)CCCC)SC3=C(/C=C3C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)S2)=C1,6-IF4F,-5.42,-4.14,25.21,0.59,0.679,10.22,"Y. Zhang, Y. Wang, T. Shan, Q. Wei, Y.X. Xu, H. Zhong, Non-Fullerene Acceptors with an Optical Response over 1000 nm toward Efficient Organic Solar Cells, ACS Appl. Mater. Interfaces. 13 (2021) 51279每51288. https://doi.org/10.1021/acsami.1c13404."
4080,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)C#N)C2=C/C(S3)=CC4=C3C=C(C5=C(OCCCCCCCC)C6=C(C7=CC(C8(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C(C%11=C8C(OCCCCCCCC)=C(C%12=CC%13=C(C=C(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)S%13)S%12)S%11)C=C7C6(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S5)S4,IDTO-TT-4F,-5.39,-3.89,17.21,0.856,0.694,10.21,"D. Liu, B. Kan, X. Ke, N. Zheng, Z. Xie, D. Lu, Y. Liu, Extended Conjugation Length of Nonfullerene Acceptors with Improved Planarity via Noncovalent Interactions for High-Performance Organic Solar Cells, Adv. Energy Mater. 8 (2018) 1801618. https://doi.org/10.1002/aenm.201801618."
4081,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6F)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4F)C2=C(C#N)C#N)=C3)C=C1,ITIC-3F,-5.73,-4.12,17.8,0.89,0.641,10.21,"T.J. Aldrich, M. Matta, W. Zhu, S.M. Swick, C.L. Stern, G.C. Schatz, A. Facchetti, F.S. Melkonyan, T.J. Marks, Fluorination Effects on Indacenodithienothiophene Acceptor Packing and Electronic Structure, End-Group Redistribution, and Solar Cell Photovoltaic Response, J. Am. Chem. Soc. 141 (2019) 3274每3287. https://doi.org/10.1021/jacs.8b13653."
4082,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C6C7=C8C9=C%10C(C%11=CC=C%10C7=CC=C6C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C(C(SC(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)C#N)=O)=C%16)=C%16C%11(C%17=CC=C(CCCCCC)C=C%17)C%18=CC=C(CCCCCC)C=C%18)C=C9N(CC(CCCCCC)CCCCCCCC)C8=C5,DTPC-DFIC,-5.31,-4.1,21.92,0.76,0.613,10.21,"Z. Yao, X. Liao, K. Gao, F. Lin, X. Xu, X. Shi, L. Zuo, F. Liu, Y. Chen, A.K.-Y. Jen, Dithienopicenocarbazole-Based Acceptors for Efficient Organic Solar Cells with Optoelectronic Response Over 1000 nm and an Extremely Low Energy Loss, J. Am. Chem. Soc. 140 (2018) 2054每2057. https://doi.org/10.1021/jacs.7b13239."
4083,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C1=C(C=C(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)S1)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC2=C1SC(C=C1C(=O)N(CC)C(=S)N(CC)C1=O)=C2,IDTTA,-5.81,-3.97,14.9,0.98,0.69,10.2,"Y. Firdaus, Q. He, Y. Lin, F.A.A. Nugroho, V.M.L. Corre, E. Yengel, A.H. Balawi, A. Seitkhan, F. Laquai, C. Langhammer, F. Liu, M. Heeney, T.D. Anthopoulos, Novel wide-bandgap non-fullerene acceptors for efficient tandem organic solar cells, J. Mater. Chem. A. 8 (2020) 1164每1175. https://doi.org/10.1039/C9TA11752K."
4084,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C13)S2,BTCIC-4CL,-5.64,-4.12,23.2,0.63,0.69,10.2,"S. Pang, X. Zhou, S. Zhang, H. Tang, S. Dhakal, X. Gu, C. Duan, F. Huang, Y. Cao, Nonfused Nonfullerene Acceptors with an A每D每A∩每D每A Framework and a Benzothiadiazole Core for High-Performance Organic Solar Cells, ACS Appl. Mater. Interfaces. 12 (2020) 16531每16540. https://doi.org/10.1021/acsami.0c01850."
4085,CCCCCCCCOC1=C2SC3=C(C2=C(OCCCCCCCC)C2=C1C1=C(S2)C2=C(C4=C(C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S4)S2)C1(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1)C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C3SC2=C1SC(/C=C1/C(=O)C3=CC=CC=C3C1=C(C#N)C#N)=C2,OBTT-0F,-5.27,-3.87,16.86,0.889,0.679,10.2,"Y. Sun, H.-H. Gao, Y.-Q.-Q. Yi, X. Wan, H. Feng, X. Ke, Y. Zhang, J. Yan, C. Li, Y. Chen, Fluorination-modulated end units for high-performance non-fullerene acceptors based organic solar cells, Sci. China Mater. 62 (2019) 1210每1217. https://doi.org/10.1007/s40843-019-9415-2."
4086,CCCCCCCCC1=CC=C(C2(C3=CC=C(C)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(C5=CC=C(C=C(C#N)C#N)C6=NSN=C56)S2)S3)C(C2=CC=C(CCCCCCCC)C=C2)(C2=CC=C(CCCCCCCC)C=C2)C2=C4SC3=C2SC(C2=CC=C(C=C(C#N)C#N)C4=NSN=C24)=C3)C=C1,IT-BT-CN,-5.53,-3.96,16.38,1,0.6247,10.2,"S. Shome, H.J. Shin, J. Yang, B. Park, S.-J. Ko, J. Lee, H. Choi, Microwave-Assisted Synthesis of Non-Fullerene Acceptors and Their Photovoltaic Studies for High-Performance Organic Solar Cells, ACS Appl. Energy Mater. 4 (2021) 9816每9826. https://doi.org/10.1021/acsaem.1c01872."
4087,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C(C#N)C2=NC4=C(C=CC(Cl)=C4)O2)=C3)C=C1,ICCl-IDTT-BOACl,-5.48,-3.73,18.37,0.99,0.561,10.2,"Y. Zhao, X. Tang, J. Cao, P. Huang, C. Weng, P. Shen, Balancing the Voc-Jsc trade-off in polymer solar cells based on 2-(benzoxazol-2-yl)-acetonitrile end-capped small-molecule acceptors through asymmetry and halogenation of end groups, Org. Electron. 102 (2022) 106446. https://doi.org/10.1016/j.orgel.2022.106446."
4088,CCCCC(CC)CC1=C(/C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)SC(C2=CC(CC(CC)CCCC)=C(C3=C(CC(CC)CCCC)C=C(C4=CC(CC(CC)CCCC)=C(/C=C5C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S4)S3)S2)=C1,4T-3,-5.86,-3.98,17.27,0.81,0.7245,10.15,"Y. Zhou, M. Li, H. Lu, H. Jin, X. Wang, Y. Zhang, S. Shen, Z. Ma, J. Song, Z. Bo, High-Efficiency Organic Solar Cells Based on a Low-Cost Fully Non-Fused Electron Acceptor, Adv. Funct. Mater. 31 (2021) 2101742. https://doi.org/10.1002/adfm.202101742."
4089,FC1=CC(C2=CC3=C(C(SC(/C=C4C(C(C=CC=C5)=C5C4=C(C#N)C#N)=O)=C6)=C6C3(CC(CC)CCCC)CC(CC)CCCC)S2)=C(F)C=C1C7=CC(C8(CC(CC)CCCC)CC(CC)CCCC)=C(S7)C9=C8C=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)C#N)=O)S9,DF-PCIC,-5.49,-3.77,15.66,0.91,0.7,10.14,"N. Wang, L. Zhan, S. Li, M. Shi, T.-K. Lau, X. Lu, R. Shikler, C.-Z. Li, H. Chen, Enhancement of intra- and inter-molecular 羽-conjugated effects for a non-fullerene acceptor to achieve high-efficiency organic solar cells with an extended photoresponse range and optimized morphology, Mater. Chem. Front. 2 (2018) 2006每2012. https://doi.org/10.1039/C8QM00318A."
4090,CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC5=C(S4)C4=C(C=C(/C=C6C(=O)C7=C(C=C(Cl)C(Cl)=C7)C6=C(C#N)C#N)S4)C5(CC(CC)CCCC)CC(CC)CCCC)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC(C2=CC4=C(S2)C2=C(C=C(/C=C5C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S2)C4(CC(CC)CCCC)CC(CC)CCCC)=C3)S1,F-BDTC-Cl,-5.59,-3.9,19.16,0.841,0.628,10.13,"Y. Wang, S. Liu, H. Gao, L. Wang, W. Wang, B. Zhao, H. Wu, C. Gao, Synergistic halogenation of backbone and end group for high-performance non-fused acceptors based organic solar cells, Dyes Pigments. (2022) 110178. https://doi.org/10.1016/j.dyepig.2022.110178."
4091,O=C(C(C(C)=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(C5=CC(C6(CCCCCCCC)C7=CC=C(CCCCCC)C=C7)=C(C8=C6C=C(/C=C9C(C(C=CC(C)=C%10)=C%10C9=C(C#N)C#N)=O)S8)C=C5C4(CCCCCCCC)C%11=CC=C(CCCCCC)C=C%11)S3,IDT-OB1:1,-5.77,-3.87,16.18,0.88,0.71,10.12,"S. Feng, C. Zhang, Y. Liu, Z. Bi, Z. Zhang, X. Xu, W. Ma, Z. Bo, Fused-Ring Acceptors with Asymmetric Side Chains for High-Performance Thick-Film Organic Solar Cells, Adv. Mater. 29 (2017) 1703527. https://doi.org/10.1002/adma.201703527."
4092,CCCCC(CC)CN1C(=O)C2=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)SC(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)=C2C1=O,TPDCIC,-5.38,-3.78,18.16,0.83,0.6714,10.12,"S.-Z. Geng, W.-T. Yang, J. Gao, S.-X. Li, M.-M. Shi, T.-K. Lau, X.-H. Lu, C.-Z. Li, H.-Z. Chen, Non-fullerene Acceptors with a Thieno[3,4-c]pyrrole-4,6-dione (TPD) Core for Efficient Organic Solar Cells, Chin. J. Polym. Sci. 37 (2019) 1005每1014. https://doi.org/10.1007/s10118-019-2309-x."
4093,CCCCCCCCOC(=O)C1=CC2=C(C3=CC4=C(S3)C3=C(C=C5C(=C3)C(C3=CC=CC(OCCCCCC)=C3)(C3=CC=CC(OCCCCCC)=C3)C3=C5SC(C5=C6C=C(C(=O)OCO)SC6=C(/C=C6SC(=C(C#N)C#N)N(CC)C6=O)S5)=C3)C4(C3=CC=CC(OCCCCCC)=C3)C3=CC(OCCCCCC)=CC=C3)SC(/C=C3SC(=C(C#N)C#N)N(CC)C3=O)=C2S1,ATT-7,-5.45,-3.61,15.99,0.97,0.6667,10.12,"J. Zhang, F. Liu, S. Chen, C. Yang, X. Zhu, D. Zhu, High-Performance Polymer Solar Cells Achieved by Introducing Side-Chain Heteroatom on Small-Molecule Electron Acceptor, Macromol. Rapid Commun. 40 (2019) 1800393. https://doi.org/10.1002/marc.201800393."
4094,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2C(=O)C5=CC(F)=C(F)C=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC=C(C4=CC5=C(S4)C4=CC6=C(C=C4C5(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C4=C(C=C(/C=C5C(=O)C7=C(C=C(F)C(F)=C7)C5=C(C#N)C#N)S4)C6(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C4=NSN=C34)=C2)C=C1,BT-dIDT,-5.34,-3.87,18.59,0.87,0.6461,10.12,"M. Zhang, M. Zeng, H. Chen, L. Li, B. Zhao, S. Tan, A2-D-A1-D-A2-type small molecule acceptors incorporated with electron-deficient core for non-fullerene organic solar cells, Sol. Energy. 197 (2020) 511每518. https://doi.org/10.1016/j.solener.2020.01.032."
4095,O=C1C2=C(C=CS2)C(/C1=C/C(S3)=CC4=C3C5=CC(OC(CC(CC)CCCC)(CC(CC)CCCC)C6=C7SC(/C=C8/C(C(C=CS9)=C9C8=O)=C(C#N)C#N)=C6)=C7C=C5OC4(CC(CC)CCCC)CC(CC)CCCC)=C(C#N)/C#N,NBDTP,-5.66,-3.79,16.12,0.942,0.665,10.1,"H. Wu, H. Fan, S. Xu, C. Zhang, S. Chen, C. Yang, D. Chen, F. Liu, X. Zhu, A Designed Ladder-Type Heteroarene Benzodi(Thienopyran) for High-Performance Fullerene-Free Organic Solar Cells, Sol. RRL. 1 (2017) 1700165. https://doi.org/10.1002/solr.201700165."
4096,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C5C(F)=C(C(=O)OCC(CC)CCCC)SC5=C(/C=C5C(=O)C6=C(C=CC(F)=C6)C5=C(C#N)C#N)S2)O3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C4C(F)=C(C(=O)OCC(CC)CCCC)SC4=C(/C=C4C(=O)C5=C(C=CC(F)=C5)C4=C(C#N)C#N)S3)=C2)C=C1,T2,-5.34,-3.96,22.65,0.67,0.66,10.1,"F.-X. Chen, J.-Q. Xu, Z.-X. Liu, M. Chen, R. Xia, Y. Yang, T.-K. Lau, Y. Zhang, X. Lu, H.-L. Yip, A.K.-Y. Jen, H. Chen, C.-Z. Li, Near-Infrared Electron Acceptors with Fluorinated Regioisomeric Backbone for Highly Efficient Polymer Solar Cells, Adv. Mater. 30 (2018) 1803769. https://doi.org/10.1002/adma.201803769."
4097,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC=C(C4=CC(C5(CCCCCCCC)CCCCCCCC)=C(C=C4)C6=C5C(C(CCCCCCCC)(CCCCCCCC)C7=C8C=CC(C9=CC=C(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=O)S9)=C7)=C8S6)S3,IDIDT-C8,-5.5,-3.86,15.81,0.97,0.6588,10.1,"R. Hou, M. Li, S. Feng, Y. Liu, L. Wu, Z. Bi, X. Xu, W. Ma, Z. Bo, Fused pentacyclic electron acceptors with four cis-arranged alkyl side chains for efficient polymer solar cells, J. Mater. Chem. A. 6 (2018) 3724每3729. https://doi.org/10.1039/C7TA10026D."
4098,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C5=C(C=C(/C=C6C(=O)C7=C(C=C(Cl)C(Cl)=C7)C6=C(C#N)C#N)S5)S3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C=C(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)S3)C=C1,T-TT-4CL,-5.73,-3.61,18.92,0.811,0.65,10.1,"S. Liu, B. Zhao, Z. Cong, Q. Cheng, W. Wang, H. Pan, J. Liu, H. Wu, C. Gao, Influences of the terminal groups on the performances of asymmetric small molecule acceptors-based polymer solar cells, Dyes Pigments. 178 (2020) 108388. https://doi.org/10.1016/j.dyepig.2020.108388."
4099,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(OCC(CC)CCCC)C4=C(C(OCC(CC)CCCC)=C2S3)C2=C(S4)C3=C(C=C(CC4C(=O)C5=C(C=C(F)C=C5)C4=C(C#N)C#N)S3)C2(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1,BT-FIC,-5.48,-4.1,21.28,0.73,0.65,10.1,"Y. Li, W. Su, F. Wu, Z. Xu, Y.-K. Wang, M. Zhang, Z.-Q. Jiang, L.-S. Liao, Near-infrared non-fullerene acceptors based on dithienyl[1,2-b:4,5-b＊]benzodithiophene core for high performance PTB7-Th-based polymer solar cells, Org. Electron. 65 (2019) 63每69. https://doi.org/10.1016/j.orgel.2018.10.042."
4100,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=CC=C6F)C5=C(C#N)C#N)S3)S2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC2=C3SC(CC3C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1,INIC1,-5.54,-3.97,16.63,0.929,0.643,10.1,"S. Dai, F. Zhao, Q. Zhang, T.-K. Lau, T. Li, K. Liu, Q. Ling, C. Wang, X. Lu, W. You, X. Zhan, Fused Nonacyclic Electron Acceptors for Efficient Polymer Solar Cells, J. Am. Chem. Soc. 139 (2017) 1336每1343. https://doi.org/10.1021/jacs.6b12755."
4101,CCCCCCCCCCC(CCCCCC)N1N=C2C(=N1)C(C1=CC3=C(S1)C1=C(C=C(/C=C4C(=O)C5=C(C=CC(F)=C5)C4=C(C#N)C#N)S1)C3(CC(CC)CCCC)CC(CC)CCCC)=C(F)C(F)=C2C1=CC2=C(S1)C1=C(C=C(/C=C3C(=O)C4=C(C=CC(F)=C4)C3=C(C#N)C#N)S1)C2(CC(CC)CCCC)CC(CC)CCCC,BTC6-2F,-5.52,-3.8,19.32,0.81,0.6414,10.1,"J. Huang, C.-Y. Gao, X.-H. Fan, X. Zhu, L.-M. Yang, A每D每C每D每A type non-fullerene acceptors based on the benzotriazole (BTA) unfused core for organic solar cells, New J. Chem. 45 (2021) 12802每12807. https://doi.org/10.1039/D1NJ01978C."
4102,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C5=C(C=C(/C=C6C(=O)C7=C(C)SC=C7C6=C(C#N)C#N)S5)S3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C=C2C(=C3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC2=C3SC(/C=C3C(=O)C4=C(C)SC=C4C3=C(C#N)C#N)=C2)C=C1,FTTCN-M,-5.53,-3.91,15.19,0.93,0.7137,10.08,"R. Ming, M. Zhang, W. Gao, W. Ning, Z. Luo, C. Zhong, F. Zhang, C. Yang, Fluorene-fused ladder-type non-fullerene small molecule acceptors for high-performance polymer solar cells, Mater. Chem. Front. 3 (2019) 709每715. https://doi.org/10.1039/C9QM00013E."
4103,CCN(C/1=O)/C(SC1=C/C2=C(CC(C(OCCCCCCCC)=O)=C3)C3=C(C4=CC5=C(C(C=C(C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C9SC(C%10=C%11C(CC(C(OCCCCCCCC)=O)=C%11)=C(/C=C%12S/C(N(CC)C\%12=O)=C(C#N)/C#N)S%10)=C8)C9=C%13)=C%13C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4)S2)=C(C#N)C#N,ATT-1,-5.5,-3.63,16.48,0.87,0.7,10.07,"F. Liu, Z. Zhou, C. Zhang, T. Vergote, H. Fan, F. Liu, X. Zhu, A Thieno[3,4-b]thiophene-Based Non-fullerene Electron Acceptor for High-Performance Bulk-Heterojunction Organic Solar Cells, J. Am. Chem. Soc. 138 (2016) 15523每15526. https://doi.org/10.1021/jacs.6b08523."
